key,title,first_publish_year
/works/OL11107618W,"Sermons to the rich and studious, on temperance and exercise",1791.0
/works/OL10800430W,"Be young and flexible after 30, 40, 50, 60..",1976.0
/works/OL10725955W,Physical fitness program,1975.0
/works/OL10761734W,Basic movement exercises,
/works/OL10936589W,The effects of a physical fitness program on the plasma lipids of late adolescent males,1970.0
/works/OL10774225W,A laboratory manual for exercise physiology,1972.0
/works/OL10921123W,"Carbohydrate loading, vitamin B-6 supplementation, and fuel metabolism during exercise of differing intensity in post-absorptive man",1982.0
/works/OL10860641W,Physical fitness for the golden years,1980.0
/works/OL23671398W,Physical activity and health,1998.0
/works/OL2374469W,Garfield at the gym,1991.0
/works/OL23672530W,Exercise anytime,1998.0
/works/OL23672358W,You too can discover the fountain of youth,1999.0
/works/OL23753979W,Karakterni igri,1998.0
/works/OL21140527W,Diabetes 2-Month Turnaround,2017.0
/works/OL21140394W,Physical Activity and Health,2016.0
/works/OL21112733W,Fastest Diet and Workout Ever,2015.0
/works/OL21093118W,Tabata Workout Handbook,2015.0
/works/OL25720633W,Physical Activity and Public Health Practice,2019.0
/works/OL25735518W,"Programme for a Leaner, Stronger, Healthier You",2016.0
/works/OL2571768W,Enhancing exercise motivation,1996.0
/works/OL25772054W,Birth Advantages and the Relative Age Effects in Sport,2021.0
/works/OL25729562W,Flat Tummy Club Diet,2012.0
/works/OL25774348W,Nature and Heath,2021.0
/works/OL25755916W,Fitness Secrets of the Stars,2018.0
/works/OL25738633W,Little Book of Naughty Games,2014.0
/works/OL25738696W,Body Transformation Handbook,2014.0
/works/OL25739526W,Advanced Surf Fitness for High Performance Surfing,2014.0
/works/OL25644345W,Workouts for Everyone,2005.0
/works/OL25640001W,Spark,2001.0
/works/OL25667525W,de Vany Diet,2012.0
/works/OL21428519W,101 High-Intensity Workouts for Fast Results,2020.0
/works/OL21249130W,Pick Your Yoga Practice,2013.0
/works/OL21256005W,Paleo Coach,2013.0
/works/OL21664306W,7-Minute Body Plan,2019.0
/works/OL21627612W,Yoga,2008.0
/works/OL21322010W,Rational Emotive Behaviour Therapy in Sport and Exercise,2017.0
/works/OL21828321W,Path of Modern Yoga,2016.0
/works/OL2182979W,Exercise as an osteogenic stimulus,1997.0
/works/OL21670877W,Body control,1998.0
/works/OL21735643W,12-Minute Total-Body Workout,2008.0
/works/OL21648278W,"Oxford Encyclopedia of Sport, Exercise, and Performance Psychology",2019.0
/works/OL21638850W,Eating Fat Will Make You Fat,2018.0
/works/OL21779130W,Fit Quickies,2013.0
/works/OL21805451W,Sport-O-Rama,2015.0
/works/OL2157019W,Opšta antropomotorika,1996.0
/works/OL21731481W,Weigh of life,2002.0
/works/OL21732587W,Le face-lifting par l'exercice,1975.0
/works/OL21858955W,"Complete Calisthenics, Second Edition",2019.0
/works/OL21630145W,Louise Parker Method : the 6-Week Programme,2018.0
/works/OL21620699W,Incorporating Weight Management and Physical Activity Throughout the Cancer Care Continuum,2018.0
/works/OL2162006W,Let's get real!,1998.0
/works/OL2162008W,Movin' and groovin',1997.0
/works/OL21600873W,Killerbody Plan,2016.0
/works/OL2588771W,Weight training for championship judo,1966.0
/works/OL25825628W,Spartan Warrior Workout,2010.0
/works/OL25853228W,Get Up!,2014.0
/works/OL25875279W,Underwater Training (Grade 3),2018.0
/works/OL26004291W,Fast Burn!,2022.0
/works/OL25727628W,Handbook of Oxidants and Antioxidants in Exercise,2000.0
/works/OL25707415W,7 Years Younger,2014.0
/works/OL25858797W,Stability Workouts on the Balance Board,2015.0
/works/OL25135860W,Life Plan Diet,2014.0
/works/OL25070918W,Adelgazar,2010.0
/works/OL25071297W,The hibernation diet,2007.0
/works/OL25357535W,"Proud Parents' Guide to Raising Athletic, Balanced, and Coordinated Kids",2008.0
/works/OL25370913W,High Performance Health,2007.0
/works/OL25136467W,Solo Taxonomy in Physical Education Bk 1,2013.0
/works/OL25187573W,Psychology of Exercise,2014.0
/works/OL2525142W,The daily dozen for men and women,1921.0
/works/OL2525151W,Handbook on health,1920.0
/works/OL2531488W,In the matter of certain exercising devices,1977.0
/works/OL24948749W,Exercises for office workers,1984.0
/works/OL24897843W,Cost's system of calisthenic exercises for the patent elastic calisthenic chest expander and other instruments invented by him,1859.0
/works/OL24898068W,The loop developer,1900.0
/works/OL24951014W,Nutrition & fitness materials,1980.0
/works/OL25350350W,12 Second Sequence Workout,2008.0
/works/OL25378922W,Burst! Workout,2014.0
/works/OL25359209W,C-Reel Results,2008.0
/works/OL2563624W,Dr. Sears' LEAN kids,2003.0
/works/OL25648463W,6 Weeks to a Hollywood Body,2007.0
/works/OL24897727W,The effect of exercise on the hæmoglobin with reference to the value of rest in the treatment of anæmia,1898.0
/works/OL24826686W,The fitness instructor's exercise manual,1988.0
/works/OL24826723W,Five weeks to healing stress,1996.0
/works/OL24762884W,Simply strength,
/works/OL24690808W,Personal fitness and you,1996.0
/works/OL2474622W,2004 Chief Medical Officer of Health report,2004.0
/works/OL24818740W,The complete guide to physical conditioning for golfers,1996.0
/works/OL24790820W,Programa de puesta en forma con ejercicios con goma de resistencia tubular,2010.0
/works/OL24790786W,Syarŭl ppaeya toeji,2009.0
/works/OL24846160W,Physical activity for patients,2001.0
/works/OL24846258W,Pilates,1999.0
/works/OL24845969W,Personal fitness and you,1992.0
/works/OL24846260W,Pilate System,2001.0
/works/OL24847409W,Pudgy the puppy gets moving,2014.0
/works/OL24773737W,"A VOS MARQUE, PRETS, SANTE ! 5E EDITION",2010.0
/works/OL24825864W,Exercises for childbirth,1982.0
/works/OL24762036W,"Exercise, sports and health",2011.0
/works/OL24887582W,The influence of exercise on growth,1896.0
/works/OL24887578W,On normal growth under systematized exercise in the gymnasium,
/works/OL24887575W,Observations on normal growth and development of the human body under systematized exercise,1894.0
/works/OL24904037W,Specification of George Ware,1856.0
/works/OL24829850W,Health without the health club,2003.0
/works/OL24853254W,Eternally young,1989.0
/works/OL24822198W,Designs for fitness,1986.0
/works/OL24883437W,The source of muscular power,1878.0
/works/OL24883039W,"Muscles, mind, and morals, or, Hints on the prolongation of life",1882.0
/works/OL24688035W,Aerobic fitness everyone,2003.0
/works/OL24805925W,Philip Allsen's Total fitness for life,1985.0
/works/OL24825240W,The English YMCA guide to exercise to music,1992.0
/works/OL24945651W,The effects of hydration fluids during prolonged exercise,1990.0
/works/OL24885848W,"On the ill effects of insufficient exercise, constrained positions, and tight stays on the health of young women",1833.0
/works/OL24893706W,Shou dong bing zi chu,2010.0
/works/OL24858961W,The soccer star,2006.0
/works/OL24990979W,Ying er yun dong,1998.0
/works/OL24766205W,Everyday health,1997.0
/works/OL24821031W,Darcey Bussell's dance body workout,2007.0
/works/OL24889939W,On the influence of exercise on the weight of the central nervous system of the albino rat,1911.0
/works/OL24854107W,Super firm,2005.0
/works/OL24874328W,Musik- og respirationsgymnastik for klaverspillere og sangere,1870.0
/works/OL24899479W,Observations on the effects of exercise on the temperature and circulation,1873.0
/works/OL24918921W,Your journey to better health,
/works/OL24910464W,"Dissertatio medica, inauguralis, de exercitatione ...",1780.0
/works/OL24945490W,The effect of inhaled antihistamine on exercise induced asthma,1983.0
/works/OL24858516W,Jazz-exercices,1979.0
/works/OL24842372W,Men's health,2006.0
/works/OL24876075W,"The muscles and their story, from the earliest times",1864.0
/works/OL24875861W,Guide de la nutrition,2011.0
/works/OL24909292W,"Dissertatio medica inauguralis, quaedam, de sedentariae vitae malis, amplectens",1784.0
/works/OL24892748W,Osservazioni sulla variazione di temperatura del corpo umano,1880.0
/works/OL2647565W,The official position papers of the American College of Sports Medicine,1992.0
/works/OL26451730W,Dokutā nakamura kakuko no zenshin kondishoningu de mainasu jissai bodī,2013.0
/works/OL26451753W,Razvivai͡ushchie igry,2007.0
/works/OL26477725W,Fitness 9 To 5,2013.0
/works/OL2644314W,En mouvement,1974.0
/works/OL26436651W,Acondicionamiento físico para deportes de alto rendimiento,2007.0
/works/OL26439601W,Fit for combat,2009.0
/works/OL2647554W,ACSM's Metabolic Calculations Handbook,2006.0
/works/OL26444355W,Cómo optimizar el entrenamiento de fuerza,2010.0
/works/OL26453836W,Xiu,2006.0
/works/OL2626799W,Healthy Body - Exercise (Healthy Body),2004.0
/works/OL2626822W,Keeping fit,2008.0
/works/OL26320707W,Conditioning for Climbers,2008.0
/works/OL2647561W,Exercise and aging,1981.0
/works/OL26413258W,Healthy living yearbook,2011.0
/works/OL26442049W,Motto sugoi otona no rajio taisō,2013.0
/works/OL26436838W,Training for sport and activity,1988.0
/works/OL26428558W,The Micro-Workout Plan,2020.0
/works/OL26437720W,She's tough,2014.0
/works/OL26446675W,Yun dong huang jin 20 fen zhong,2013.0
/works/OL24689843W,Jack's acrobatics,2015.0
/works/OL24689633W,Bite me,2011.0
/works/OL22595081W,Sport und Touristik in der Familie,1977.0
/works/OL22523060W,Physical fitness,1973.0
/works/OL22593537W,Procès verbal de la Conférence nationale sur la santé et l'excellence physique,1975.0
/works/OL22504642W,L'Ipochinesi malattia sociale,1974.0
/works/OL22565760W,Guo ji gai lun,1971.0
/works/OL22580240W,Sport a családban,1973.0
/works/OL22640520W,The doctors book of weight-loss remedies,2013.0
/works/OL22641164W,Health Q & A,2014.0
/works/OL22571244W,"The Humanistic and mental health aspects of sports, exercise, and recreation",1976.0
/works/OL22641671W,Canine cross training,2013.0
/works/OL22543073W,"Warrior Workouts, Volume 3",2018.0
/works/OL22535342W,"Warrior Workouts, Volume 2",2018.0
/works/OL22591822W,Idősebbek is elkezdhetik ...,1977.0
/works/OL22606570W,Farhang-i vāzhagān-i takhaṣṣuṣī-i raftār-i ḥarakatī (tawṣīfī),2011.0
/works/OL22659645W,The Complete encyclopedia of exercises,1981.0
/works/OL22633405W,Stretch fit,2011.0
/works/OL17517469W,Feel 30 for the Next 50 Years,
/works/OL17570880W,Hunka Chunka Monkey Shapes Up,2011.0
/works/OL17658262W,Health's highway,1909.0
/works/OL17684347W,La gymnastique raisonn©♭e,1876.0
/works/OL17553104W,"Thin Thighs
            
                Pyramid Health Paperback",2010.0
/works/OL17657622W,The pedestrian's record,1890.0
/works/OL8069049W,"Garfield At The Gym (A Golden Easy Reader, Level Two, Grades 1-2)",1991.0
/works/OL8153173W,Fitness One Day at a Time,2004.0
/works/OL8154935W,Guided Muscles For Winning Sports,2000.0
/works/OL8099186W,"Philosophy and the Science of Exercise, Health and Sport",2005.0
/works/OL8163824W,Step Into Shape,1992.0
/works/OL8149629W,The boy's fitness guide,2008.0
/works/OL7979753W,Optimal Muscle Recovery,1999.0
/works/OL8096708W,Exercise Physiology: Kinanthropometry and Exphysiology Laboratory Manual,2001.0
/works/OL8007319W,"Every Beginner's Guide to Walking, Jogging & Running",1994.0
/works/OL8076165W,Body Rx,2001.0
/works/OL805029W,Body workshop,1978.0
/works/OL7988151W,The Pilates method of physical andmental conditioning,1981.0
/works/OL8119227W,Totally You!,1999.0
/works/OL8225135W,101 Workouts,2008.0
/works/OL7881594W,Health Series,2005.0
/works/OL7881600W,Swiss Ball for Total Fitness,2005.0
/works/OL7917117W,Pilates Powerhouse the Perfect Method Of,
/works/OL7662510W,Vigorous manhood,1925.0
/works/OL7672529W,Body poise,1943.0
/works/OL7682848W,"Paul Shahin's posture, poise and streamlining",1944.0
/works/OL7670449W,Make yourself fit to ski,1942.0
/works/OL7636619W,Keep fit and like it,1939.0
/works/OL7604513W,Tennis by simple exercises,1937.0
/works/OL7578498W,hollywood undressed,1931.0
/works/OL7558103W,The modern family physician,1915.0
/works/OL7625021W,Health in youth and age,1937.0
/works/OL7669743W,Beauty and health through simple exercises,1940.0
/works/OL7573949W,On the physiological effects of severe and protracted muscular exercise,1871.0
/works/OL7590523W,Sex and the body builder,1936.0
/works/OL7585538W,Natural living,1935.0
/works/OL7456984W,Relax and enjoy life,1951.0
/works/OL7544419W,Individual exercises,1927.0
/works/OL7544839W,"Suppleness, the Henslowe method",1931.0
/works/OL7555186W,Recreating oneself,1933.0
/works/OL7673190W,Exercise and its physiology,1932.0
/works/OL7664973W,Health in action,1942.0
/works/OL7664102W,Pounds off!,1942.0
/works/OL7717596W,Exercise and health,1911.0
/works/OL7675052W,De la danse,1830.0
/works/OL7939128W,"Circulation, Respiration, and Metabolism",1986.0
/works/OL7923431W,The New You Plan,
/works/OL7949303W,Blood lactate removal during varying intensities of active recovery following supramaximal work,1984.0
/works/OL8040888W,"Get In Shape, Snoopy (Snoopy and Friends)",1989.0
/works/OL8001068W,The Invisible Man,2008.0
/works/OL8000442W,The Energy Source,1997.0
/works/OL7963133W,Sports conditioning and weight-training,1988.0
/works/OL7962753W,The fitness jungle,1987.0
/works/OL7787772W,Reduce where you need to,1930.0
/works/OL7796275W,Total approach golf,2000.0
/works/OL6747116W,Leistungsfähig über 40,1975.0
/works/OL6747014W,Leistungsphysiologie,1977.0
/works/OL6367632W,The miracles of rebound exercise,1980.0
/works/OL6326888W,Your muscles and ways to exercise them,1980.0
/works/OL6343929W,Aquarobics,1980.0
/works/OL6343493W,Essentials of exercise physiology,1981.0
/works/OL6335808W,Exercising for fitness,1981.0
/works/OL7089271W,The biology of physical activity,1976.0
/works/OL7089270W,Biological awareness,1975.0
/works/OL7014291W,Super fitness vs. pseudo fitness,1975.0
/works/OL7091522W,Keeping in shape,1976.0
/works/OL7007151W,Values of physical activity,1975.0
/works/OL6936122W,Fitness without fuss,1975.0
/works/OL6885312W,Lehrbuch des Schulsonderturnens,1971.0
/works/OL6885289W,Exercise testing in children,1974.0
/works/OL6902124W,A time for fitness,1976.0
/works/OL6660319W,Total fitness in thirtyminutes a week,1976.0
/works/OL6711714W,Physical activity and coronary heart disease,1976.0
/works/OL6712268W,Helpful hints for preserving health,1920.0
/works/OL6745364W,Manuel pratique de gymnastique posturale,1976.0
/works/OL6729512W,The natural way to slim safely,1977.0
/works/OL6662006W,Shaping up to ship out,1977.0
/works/OL6929107W,Better physical fitness for girls,1964.0
/works/OL6914282W,Ski with yoga,1976.0
/works/OL6834919W,6-minute sana-facial-exercises & face-care program for women,1971.0
/works/OL6834920W,6-minute sana-facial-exercises for men,1971.0
/works/OL6898260W,Peʻilut gufanit u-veriʾut ha-tsibur,2002.0
/works/OL7092090W,Physical activity; human growth and development,1973.0
/works/OL7034262W,Recreative movement in further education,1973.0
/works/OL7076714W,Muscular exercise,1923.0
/works/OL6747013W,Exercise physiology,1981.0
/works/OL6799648W,Shower power,1978.0
/works/OL6706554W,Exercise and the heart,1972.0
/works/OL6671707W,Exercise games for children & parents,1978.0
/works/OL6715761W,The First Steps to Fitness,2004.0
/works/OL6716331W,An illustrated guide to physical fitness,1976.0
/works/OL6808574W,The first book of physical fitness,1961.0
/works/OL6699704W,Running scarred,1972.0
/works/OL6812653W,Book for every body,1978.0
/works/OL6846731W,L' expression par le corps,1974.0
/works/OL6847063W,Exercices qui rajeunissent,1974.0
/works/OL6865276W,Exercise physiology,1975.0
/works/OL6798497W,The skier's year round exercise guide,1979.0
/works/OL6798449W,Prescription for life,1966.0
/works/OL6798189W,Inner beauty--outer youth,1969.0
/works/OL6822913W,Alpine training manual,1977.0
/works/OL7144022W,Protective body mechanics in daily life and in nursing,1952.0
/works/OL7034636W,Corrective gymnastics for schools,1965.0
/works/OL7145134W,A handbook for developing perceptual-motor and sensory skills through body movement,1973.0
/works/OL7052505W,L' expression corporolle,1974.0
/works/OL7110872W,Adult physical fitness,1974.0
/works/OL7257023W,The significance of the central circulation for the aerobic work capacity under various conditions in young healthy persons,1966.0
/works/OL7207443W,Metabolische und hämodynamische Trainingseffekte bei normaler und gestörter Muskeldurchblutung,1973.0
/works/OL7309810W,Pulmonary diffusing capacity on exercise,1971.0
/works/OL7268026W,Golden age exercises,1968.0
/works/OL7363204W,Physical rehabilitation for daily living,1952.0
/works/OL7276656W,"Become 200% fit, strong and healthy",1968.0
/works/OL7328277W,Living in a state of orgasm,1967.0
/works/OL7328766W,Jogging plus,1969.0
/works/OL7381257W,Instant physical fitness,1964.0
/works/OL737184W,52 Ways To a Healthy You,2007.0
/works/OL7391029W,Lazometrics,1965.0
/works/OL7391494W,Here an inch--there an inch,1966.0
/works/OL7313752W,Surya namaskar,1951.0
/works/OL7417210W,The Hardgainer's Body Building Handbook,2005.0
/works/OL7426587W,Lady be fit!,1942.0
/works/OL7426588W,New bodies for old,1936.0
/works/OL7426589W,Relaxation to the rescue,1942.0
/works/OL7282442W,Influence of increased gravitational stress on the adaptation of cardiovascular and pulmonary function to exercise,1967.0
/works/OL7250705W,A study of the possible preventive effects of muscular exercises and intermittent venous occlusion on the cardiovascular deconditioning observed after 10 days bed recumbency,1967.0
/works/OL7242240W,Exercises for better golf,1965.0
/works/OL7242113W,Studies on muscle metabolism of glycogen and active phosphate in man with special reference to exercise and diet,1967.0
/works/OL7207193W,The all-family pro sports training guide,1973.0
/works/OL7359009W,Sports injuries,1954.0
/works/OL7332634W,Increase your height,1969.0
/works/OL7343340W,How to know yourself,1960.0
/works/OL7387519W,Resistive exercises in the development of muscular strength and endurance,1963.0
/works/OL7347920W,Respiratory recovery from muscular exercise of short duration,1959.0
/works/OL7278937W,La Mise en condition physique de l'équipe de France de ski,1967.0
/works/OL7286903W,Asthma and your child,1967.0
/works/OL7400474W,Physical activity and the heart,1967.0
/works/OL7287476W,Renal function during exercise,1967.0
/works/OL7287464W,How to relax,1944.0
/works/OL7269255W,The skiers' exercise manual,1968.0
/works/OL7382042W,How to be a better athlete,1964.0
/works/OL6806888W,Parallel play,1978.0
/works/OL6918188W,Health and fitness,1977.0
/works/OL6981905W,Fiziologii͡a trenirovki,1976.0
/works/OL6973349W,Rester en forme malgré l'âge,1975.0
/works/OL6922605W,Experiments in the physiology of human performance,1970.0
/works/OL6922600W,Foundations of physical activity,1976.0
/works/OL6983782W,Metabolism of L(+)-lactate in human skeletal muscle during exercise,1970.0
/works/OL6922601W,International guide to fitness and health,1973.0
/works/OL7018986W,Athletic fitness,1975.0
/works/OL7001705W,Physical activity and health,1974.0
/works/OL6852160W,Gymnastique aquatique pour la future maman,1971.0
/works/OL6852159W,Exercices pour toi et moi,1975.0
/works/OL6859184W,Jazz gymnastics at home and in school,1971.0
/works/OL6926894W,The Body Coach,2005.0
/works/OL6869740W,Health through common sense,1962.0
/works/OL6803259W,Every body is beautiful,1978.0
/works/OL6735858W,Serum growth hormone patterns in juvenile diabetes,1972.0
/works/OL6811668W,Bathroom tennis,1978.0
/works/OL676147W,A new system of sword exercise for infantry,1876.0
/works/OL6813089W,Yoga for athletics,1978.0
/works/OL6771247W,Auta ääntäsi,1976.0
/works/OL6797315W,"Speed, strength, and stamina",1975.0
/works/OL6921117W,Beauty and health the Scandinavian way,1969.0
/works/OL6989955W,Coronar hjertesygdom og fysisk aktivitet,1975.0
/works/OL6915043W,Widows and widowhood,1977.0
/works/OL6906332W,Luciana Avedon's Body book,1976.0
/works/OL6757442W,Presciistica per ragazzi,1976.0
/works/OL6801947W,Woman's guide to shaping your body with weights,1978.0
/works/OL7104340W,The effect of quantitated training on the capacity for short and prolonged work,1974.0
/works/OL7147446W,Body building and reducing course,1973.0
/works/OL7088318W,The gravity guiding system,1981.0
/works/OL7088317W,Cum gravity,1975.0
/works/OL7208966W,Conditioning And Beyond,2006.0
/works/OL7201330W,The new physical fitness,1983.0
/works/OL7220392W,"Re-shape your body, re-vitalize your life",1972.0
/works/OL7132849W,Focus your figure,1973.0
/works/OL7245067W,Bed exercises for convalescent patients,1967.0
/works/OL7238251W,Limiting factors for aerobic muscle performance,1970.0
/works/OL7280121W,Circulatory and respiratory adaptation during prolonged exercise,1967.0
/works/OL7280245W,"Proceedings of the International Symposium on Physical Activity and Cardiovascular Health, held in Toronto, Ontario, October 11-13, 1966",1967.0
/works/OL7224288W,The easy way to stay in shape for golf,1971.0
/works/OL7215245W,Fitness with Glenn Swengros,1971.0
/works/OL7241691W,Physical activity in health and disease,1966.0
/works/OL7120859W,Five phase fitness,1975.0
/works/OL7146440W,The sensuous approach to looking younger,1973.0
/works/OL7146970W,Proceedings,1972.0
/works/OL7207945W,L' exploration fonctionnelle d'effort,1973.0
/works/OL7087589W,The executive's handbook of balanced physical fitness,1975.0
/works/OL7137308W,Individualized fitness programs,1973.0
/works/OL7238177W,Effect of posture on circulation and respiration at rest and during exercise in heart disease,1970.0
/works/OL7253243W,Lactate,1980.0
/works/OL7238746W,Hygiène et prophylaxie par les exercices physiques,1973.0
/works/OL7201473W,Evaluation and regulation of body build and composition [by] Albert R. Behnke [and] Jack H. Wilmore,1974.0
/works/OL7138997W,Foods for glamour,1961.0
/works/OL7138998W,"For men only, with a 30-day guide to looking better and feeling younger",1973.0
/works/OL7236387W,Circulatory adaption at rest and during exercise in normal adults,1968.0
/works/OL6733197W,Focus on Fitness,2005.0
/works/OL6776909W,Muskelkraft durch Partnerübungen,1976.0
/works/OL6768848W,Meidän perheen kuntokirja,1971.0
/works/OL6863021W,Fit durch Gymnastik,1971.0
/works/OL6804528W,The book of internal exercises,1978.0
/works/OL6872167W,Comment garder la forme sans vraiment se fatiguer,1971.0
/works/OL6881336W,Fyziologie tělesných cvičení a sportu,1973.0
/works/OL7861391W,Vibration the law of life,1898.0
/works/OL7388600W,Dance--and be charming,1964.0
/works/OL7421381W,"Eat, drink and be slender",1929.0
/works/OL7455696W,How to feel better and look it,1942.0
/works/OL7832720W,Mutley Goes Diving (Mutley's True Life Adventures),1999.0
/works/OL7783214W,Relax and grow,1929.0
/works/OL772910W,Keeping Fit,1995.0
/works/OL7772390W,Essentials of physical development,1926.0
/works/OL7772392W,Muscular development by kinetic stress method ..,1926.0
/works/OL7787215W,Growing straight,1930.0
/works/OL7747725W,How shall I take exercise and set-up?,1918.0
/works/OL7789601W,Grundlagen der körpererziehung,1930.0
/works/OL7781503W,Scientific weight control,1925.0
/works/OL7832721W,Mutley goes skiing,1998.0
/works/OL6978331W,Biomechanik sportlicher Bewegungen,1971.0
/works/OL6961413W,L' Obertisme,1974.0
/works/OL7013736W,The official YMCA physical fitness handbook,1975.0
/works/OL6993180W,Classical studies on physical activity,1968.0
/works/OL6978330W,Biomechanics of athletic movement,1984.0
/works/OL6968902W,Des sports après trente ans,1976.0
/works/OL6934560W,Royal Marine Commando 7 exercises,1973.0
/works/OL6952653W,Rebounding for Health and Fitness,1993.0
/works/OL3269327W,Kitty Kapers,2002.0
/works/OL32727878W,A plea for physical exercise among our people,
/works/OL3279846W,"No pain, no strain",1996.0
/works/OL3281500W,Young people and physical activity,1997.0
/works/OL3276356W,"Karen Amen's tight buns, trim thighs",1996.0
/works/OL3270307W,The heart rate monitor book,1992.0
/works/OL3270313W,Sally Edwards' heart zone training,1996.0
/works/OL5351691W,Total fitness,1972.0
/works/OL5353057W,Exercise can be child's play!,1984.0
/works/OL5311023W,Fit and superfit,1985.0
/works/OL5378943W,Jian duan jian mei cao,1982.0
/works/OL5368313W,San Francisco works out,1985.0
/works/OL5396843W,Hua Tuo wu qin xi,1983.0
/works/OL5281690W,Dynamic stretching & kicking,1981.0
/works/OL5368189W,Take charge of your health,1985.0
/works/OL5370868W,The body you want,1985.0
/works/OL5370569W,Natural bodybuilding for men and women,1985.0
/works/OL5370453W,The instant bathing suit shape-up for men,1985.0
/works/OL5612586W,A Morning Cup of Pilates,2000.0
/works/OL5570677W,How to improve your posture,1982.0
/works/OL5596173W,Nancy Strong's Aerobic slimnastics,1983.0
/works/OL5596235W,Waiting games,1983.0
/works/OL5474177W,Peak condition,1985.0
/works/OL5611696W,Report of the Ross Symposium on Nutrient Utilization During Exercise,1983.0
/works/OL5611331W,The way to wellness,1984.0
/works/OL5611708W,The I [love] NY fitness book,1983.0
/works/OL5620580W,Estirando la juventud,1980.0
/works/OL5473377W,"A spinal specialists's guide to exercise, fitness & health",1985.0
/works/OL5264769W,Athletics and the heart,1987.0
/works/OL5271911W,Walking,1987.0
/works/OL5265640W,A simple answer to fitness for all ages,1984.0
/works/OL7649617M,Working Out ,1985.0
/works/OL7699378M,Make the Connection ,1996.0
/works/OL7688151M,Flatten Your Stomach For Women O,1988.0
/works/OL7722805M,The Fitness Leader's Exercise Bible,2000.0
/works/OL7759814M,Body for Life,2000.0
/works/OL7953299M,YOU,2007.0
/works/OL7942888M,Stretch and Pray,2006.0
/works/OL7996244M,Wedding Workout,2002.0
/works/OL8009058M,Sexercise for Life,2002.0
/works/OL8002345M,The Pilates Deck,2003.0
/works/OL8061374M,Fitness for Play and Work,2003.0
/works/OL8229653M,Sports and Exercise in Midlife,1994.0
/works/OL9500952M,2005 Pedometer Weekly Planner,2004.0
/works/OL9930584M,New Exercises for Runners,1979.0
/works/OL9967627M,Concepts of Fitness and Wellness,2002.0
/works/OL9968456M,Concepts Of Fitness And Wellness,2003.0
/works/OL9968948M,Concepts of Physical Fitness,2004.0
/works/OL24071071M,The Body Mind Workbook,2002.0
/works/OL7892104M,Senior Physical Education,2004.0
/works/OL7891893M,Walking Games and Activities,2001.0
/works/OL8129607M,The Walking Diet,1995.0
/works/OL8178747M,Stay Fit!: A 12-Week Men's Fitness Program ,1982.0
/works/OL8507319M,"Fasting, Hydropathy And Exercise",2006.0
/works/OL8555602M,Transformation Toolbox,1999.0
/works/OL8394796M,Fitter After 50,2002.0
/works/OL8394797M,Fitter After 50,2002.0
/works/OL8568337M,Super Routines of the Super Stars,1998.0
/works/OL8568352M,The Bottom Line,2000.0
/works/OL8579434M,"Forever Young, Your Personal Trainer",2003.0
/works/OL8586439M,Energize Your Life,2005.0
/works/OL8589112M,Taekwondo,2006.0
/works/OL8815913M,Firm and Sexy Legs,2000.0
/works/OL8815916M,The Fitness Handbook,2000.0
/works/OL8815917M,"101 Frequently Asked Questions About ""Healh & Fitness "" and ""Nutrition & Weight Control""",2000.0
/works/OL8609914M,The Mars and Venus Diet and Exercise Solution,2003.0
/works/OL8609912M,The Mars and Venus Diet and Exercise Solution,2003.0
/works/OL8831813M,Feeding Your Appetites,2004.0
/works/OL9119282M,Preparacion Fisica Total / Total Physical Fitness (Herakles),2000.0
/works/OL9254548M,Fit for Golf ,2004.0
/works/OL9286196M,Illustrated Principles of Exercise Physiology,2000.0
/works/OL9314776M,Prolo Your Back Pain Away! Curing Chronic Back Pain with Prolotherapy,2000.0
/works/OL9306839M,American Physical Therapy Association Book of Body Maintenance and Repair,1999.0
/works/OL9315425M,Don't Count Yourself Out,1994.0
/works/OL9578037M,The FORCE Program,2003.0
/works/OL9351413M,Arnold's Bodyshaping for Women,1989.0
/works/OL9704972M,Choosing Life,1997.0
/works/OL9830695M,"UN Cuerpo a Su Medida/Banish Your Belly, Butt, and Thighs Forever!",2002.0
/works/OL8733692M,Improve Your Mood (Daily Relaxer Audio Series),1998.0
/works/OL8753738M,Combat Fat!,2003.0
/works/OL9154791M,Entrenamiento para todo el cuerpo,2006.0
/works/OL9152966M,El Método Pilates,2000.0
/works/OL9223678M,Get in Shape the Lazy Way (Macmillan Lifestyles Guide),1999.0
/works/OL9233595M,Strength Training for Beginners,2003.0
/works/OL9235406M,The Workout,2005.0
/works/OL9240317M,Chi Fitness,2002.0
/works/OL9121659M,Vilka ungdomar motionerar mer?,1993.0
/works/OL9259292M,Concepts Of Fitness And Wellness,2002.0
/works/OL9259254M,Get Fit - Stay Fit,2003.0
/works/OL9259184M,Fundamentals of Exercise Physiology,2002.0
/works/OL9258644M,Concepts of Fitness and  Wellness with HealthQuest 3.0,2001.0
/works/OL9361373M,Adams & Adams Fit for Scuba,2006.0
/works/OL9262075M,"Fit & Well, Brief with Online Learning Center Bind-in Card and Daily Fitness and Nutrition Journal",2006.0
/works/OL9262074M,Fit & Well Alternate with Online Learning Center Bind-in Card and Daily Fitness and Nutrition Journal,2006.0
/works/OL9261317M,Concepts Of Fitness And Wellness,2004.0
/works/OL9261763M,Concepts Of Fitness And Wellness,2005.0
