author_key,author_name
/authors/OL7409261A,Daniel Laverdure
/authors/OL6943722A,Z. B. Hill
/authors/OL1552982A,"Chen, Jianmin"
/authors/OL8744325A,Xiaoman Bai
/authors/OL3097916A,Amie Jane Leavitt
/authors/OL8734615A,Chʻan-sŏng Chŏng
/authors/OL5018892A,Katie Marsico
/authors/OL8830574A,Kevin D. Tipton
/authors/OL8830575A,Luc J. C. van Loon
/authors/OL8826818A,Geo. A. Leland
/authors/OL8826722A,Robert Corapi
/authors/OL8837075A,England) Nestlé Nutrition Workshop (76th 2012 Oxford
/authors/OL8893377A,Yajun Qiu
/authors/OL3313560A,Carolinda Witt
/authors/OL6981562A,Taisō Denshūjo
/authors/OL8784902A,Eugene B. Power
/authors/OL7831020A,Jesper Andreasson
/authors/OL8804235A,Pëtr Petrovich Pavali︠u︡k
/authors/OL8792041A,Julia H. Goedecke
/authors/OL8792042A,Edward O. Ojuka
/authors/OL2871117A,Stephen C. Wood
/authors/OL7562792A,Robert C. Roach
/authors/OL8838292A,Grégory Quin
/authors/OL8838293A,Anaïs Bohuon
/authors/OL9126289A,Catherine Meilleur
/authors/OL7584632A,Mieko Saitō
/authors/OL9143805A,Dr. Manuel Mateu Ratera
/authors/OL5035942A,P.-H Clias
/authors/OL3346709A,Esme Newton-Dunn
/authors/OL2795830A,Nigel Paige
/authors/OL3149218A,Elly Lloyd
/authors/OL9199425A,Julie Denault
/authors/OL6589895A,Elmar Trunz-Carlisi
/authors/OL4617654A,United States. Public Health Service. Office of the Surgeon General
/authors/OL321167A,William Campbell Douglass
/authors/OL832407A,Loring B. Rowell
/authors/OL1764158A,John T. Shepherd
/authors/OL639117A,W. Proctor Harvey
/authors/OL8926000A,Shaḥar Lavi
/authors/OL8927116A,Tae-gwŏn Kim
/authors/OL3419794A,Maryce M. Jacobs
/authors/OL2739852A,Kaiser Permanente
/authors/OL8947036A,Inc Block Fitness Systems
/authors/OL9068719A,Tammy Peterson
/authors/OL9039336A,Zeynäb Soltan qızı
/authors/OL9071374A,A. M. Sobir
/authors/OL9089768A,Ferran A. Rodríguez
/authors/OL785475A,Ilse Hartmann-Tews
/authors/OL9074835A,Claudia Combrink
/authors/OL538818A,Christine Green
/authors/OL9075536A,Anli Wang
/authors/OL332324A,Carol Lynette Christensen
/authors/OL9095004A,Makoto Saegusa
/authors/OL328425A,Herbert I. Kavet
/authors/OL9065863A,Aleksandr Nevskiĭ
/authors/OL9125961A,Josh Bezoni
/authors/OL7584584A,Kumiko Kagami
/authors/OL9090720A,Mary Kathryn Macklin
/authors/OL1056977A,Daley Thompson
/authors/OL3291392A,Sally Ann Voak
/authors/OL2828753A,Steve Powell
/authors/OL7307301A,Sean Lerwill
/authors/OL9084728A,ADRIAN BURDEN
/authors/OL9084729A,PAUL GRIMSHAW
/authors/OL3501030A,Susan Dinan
/authors/OL3273131A,Craig Sharp
/authors/OL9073054A,Tēchinī Chawalitnithiphonlāp
/authors/OL34453A,Mary Hollingsworth
/authors/OL9054333A,Kyl L. Smith
/authors/OL8670515A,Victoria. Auditor-General
/authors/OL8889891A,Miroslav Dodig
/authors/OL1863237A,Gerald C. Timmis
/authors/OL195475A,Zbigniew Drozdowski
/authors/OL224652A,Bodhidharma
/authors/OL302730A,Christopher Kilham
/authors/OL301395A,Kerstin Thorvall
/authors/OL8736568A,Akinobu Yoshida
/authors/OL6792095A,Zhiyong Zhong
/authors/OL8732507A,Changhong Qiao
/authors/OL3317114A,Weizhen Chang
/authors/OL302525A,Roberta Larson Duyff
/authors/OL3876205A,Marci Clark
/authors/OL3876206A,Christine Ruby-Romani
/authors/OL8990347A,James T. Bell
/authors/OL8973925A,Borut Pistotnik
/authors/OL3297686A,Todd D. Severin
/authors/OL3085992A,Kelly Garrett
/authors/OL8460474A,Jyri Puhakainen
/authors/OL2879142A,Eddy Goicolea
/authors/OL2879143A,glen mitchell / photographer
/authors/OL243134A,Ken Rutkowski
/authors/OL3725338A,Anne Rutkowski
/authors/OL6831602A,"Prevention (Firm : Emmaus, Pa.)"
/authors/OL2636876A,Boris Kuzmic
/authors/OL2636877A,Jim Gorant
/authors/OL6743988A,Australian Institute of Health and Welfare
/authors/OL8969134A,A. P. Kizʹko
/authors/OL3253598A,Stephanie Keach
/authors/OL8848991A,Gershon Tenebaum
/authors/OL1768923A,Gallup Organization
/authors/OL8873776A,Leah Pilowsky
/authors/OL8877674A,Chae-mu So
/authors/OL8827417A,Ṣāliḥ ibn Furayḥ Bahlāl
/authors/OL8765154A,José E. Moral García
/authors/OL1399554A,Chris McNab
/authors/OL8838464A,Pediatric Work Physiology Meeting (28th 2013 Universidade de Coimbra)
/authors/OL8829449A,Jaak Jürimäe
/authors/OL8829450A,T. Jürimäe
/authors/OL4529429A,Kathy Denise Munoz
/authors/OL4547091A,Jean Gairdner
/authors/OL4585709A,Elizabeth Venable Cloud
/authors/OL4591563A,David J. C Lee
/authors/OL4591546A,Deiedre C Carle
/authors/OL4591556A,Jacqueline A Palmer
/authors/OL4566306A,Trude Sekely
/authors/OL4507503A,Inge Heuser
/authors/OL4532166A,Lauren Francis Hatcher
/authors/OL4538072A,John Jewett Woodward
/authors/OL4596010A,Eugene J Swenson
/authors/OL4593089A,Janet Patricia Wallace
/authors/OL4593137A,Christopher G Ruta
/authors/OL4593092A,James Allen Davis
/authors/OL4593095A,Dale R Graham
/authors/OL4593087A,Barbara A Moran
/authors/OL4600966A,David Paul Thomas
/authors/OL4513511A,Ruth Bender
/authors/OL154976A,United States. Dept. of the Treasury.
/authors/OL4497633A,Barbara Mettler
/authors/OL4541159A,Seiko Marumoto
/authors/OL4502635A,Ronald James Byrd
/authors/OL4532704A,Ann DeVos
/authors/OL4525479A,Louise Doty
/authors/OL1469323A,United States. Department of Health and Human Services.
/authors/OL3063036A,Centers for Disease Control & Prevention
/authors/OL3257800A,National Center for Chronic Disease Prev
/authors/OL3257801A,President's Council on Physical Fitness
/authors/OL323389A,Jim Kraft
/authors/OL2811125A,Richard P. Dickey
/authors/OL2811126A,Mary K. O'Brien
/authors/OL246119A,R. P. Dickey
/authors/OL913455A,Archie Phillips
/authors/OL8948591A,Sonja Zdravkova-Dz̆eparoska
/authors/OL2889538A,Laura Hieronymus
/authors/OL8094826A,Stacy Griffin
/authors/OL2844139A,Jerome E. Kotecki
/authors/OL7389454A,Lucy Wyndham-Read
/authors/OL9110633A,Roger Hall
/authors/OL9720516A,Daniel Benjamin Bornstein
/authors/OL367158A,James J. Annesi
/authors/OL9745906A,Adam L. Kelly
/authors/OL9362199A,Jean Côté
/authors/OL415962A,Mark Jeffreys
/authors/OL9745907A,Jennifer Turnnidge
/authors/OL47719A,Georgie Adams
/authors/OL2986730A,Eric Brymer
/authors/OL9747125A,Mike Rogerson
/authors/OL9737869A,Devyani Ghosh
/authors/OL8261567A,Sadie Cayman
/authors/OL7320608A,Lee Stanbury
/authors/OL9729497A,Ben Skinner
/authors/OL2791611A,Donna Jones
/authors/OL2814712A,"Glenn A., Dr. Gaesser"
/authors/OL588590A,Karla Dougherty
/authors/OL2697389A,Arthur De Vany
/authors/OL8201575A,Muscle and Fitness Staff
/authors/OL8137495A,Meagan McCrary
/authors/OL8140641A,Jason Seib
/authors/OL4213833A,Bertha C. Estrada
/authors/OL5266533A,Martin Turner
/authors/OL1266680A,Richard Bennett
/authors/OL3312400A,Elliott Goldberg
/authors/OL276810A,Ari Heinonen
/authors/OL1580905A,Gordon Thomson
/authors/OL7662125A,Sarah Schenker
/authors/OL7526053A,Lani Muelrath
/authors/OL8335255A,Benoit Tardif
/authors/OL8335256A,Benoit Tardif
/authors/OL271605A,Miloš Kukolj
/authors/OL8313651A,Jane Wilson
/authors/OL8313912A,Senta Maria Runge
/authors/OL5814897A,Louise Parker
/authors/OL7840564A,"National Academies of Sciences, Engineering, and Medicine"
/authors/OL7882454A,Health and Medicine Division
/authors/OL3300155A,Board on Health Care Services
/authors/OL3427637A,National Cancer Policy Forum
/authors/OL3427654A,Sharyl J. Nass
/authors/OL272627A,"Richardson, Donna."
/authors/OL272628A,Peggy Buchanan
/authors/OL8262103A,Fajah Lourens
/authors/OL371290A,Donn F. Draeger
/authors/OL223522A,James A. Levine
/authors/OL7802702A,Danica Kassebaum
/authors/OL9629770A,Ian K. Smith
/authors/OL1805980A,C. Sen
/authors/OL2682177A,L. Packer
/authors/OL9724000A,O. Hänninen
/authors/OL3563160A,Good Housekeeping Editors
/authors/OL8061112A,Jeffry S Life
/authors/OL3135647A,Claire Pinson
/authors/OL3411286A,Mike McInnes
/authors/OL3411287A,Stuart McInnes
/authors/OL3411288A,Maggie Stanfield
/authors/OL9592476A,Karen Ronney
/authors/OL9593511A,James Rippe
/authors/OL9484722A,Pam Hook
/authors/OL9484723A,Nicola Richards
/authors/OL9508248A,Curt L. L. Lox
/authors/OL9508249A,Kathleen A. a Martin Ginis
/authors/OL9508250A,Steven J. J. Petruzzello
/authors/OL356327A,Walter Camp
/authors/OL357807A,United States International Trade Commission.
/authors/OL9403233A,Illinois Governor's Council on Health and Fitness
/authors/OL9386207A,Henry Cost
/authors/OL9386294A,Loop Developer Co
/authors/OL9403819A,United States. Department of Agriculture. Midwest Region. Nutrition and Technical Services Staff
/authors/OL2725901A,Sean Foy
/authors/OL9592899A,John Henry Creel
/authors/OL365145A,William Sears
/authors/OL2641073A,Garry Egger
/authors/OL2762299A,Nigel Champion
/authors/OL2762298A,Greg Hurst
/authors/OL459410A,Valerie O'Hara
/authors/OL3134707A,Andrew Jobling
/authors/OL345224A,Ontario. Chief Medical Officer of Health.
/authors/OL9139594A,Julia Filep
/authors/OL9350376A,Sŭt'yudio Myu
/authors/OL4913455A,Archie Young
/authors/OL1081639A,Clancy Moore
/authors/OL2139866A,Trevor Blount
/authors/OL9369019A,Susan McKain
/authors/OL9342954A,Richard CHEVALIER
/authors/OL1080026A,Barbara Dale
/authors/OL3576696A,Johanna Roeber
/authors/OL9338088A,Henry Schulz
/authors/OL7244642A,Henry Gustav Beyer
/authors/OL3382439A,George Ware
/authors/OL2731131A,William Arruda
/authors/OL3122201A,Suzanne Tanner Meisel
/authors/OL3703703A,Shawn A. McGivney
/authors/OL3703704A,Joseph H. McFivney
/authors/OL3310409A,Heyward
/authors/OL6671444A,Edward T. Tibbits
/authors/OL3456482A,Rodney Cullum
/authors/OL9402311A,Alan Sander Hilibrand
/authors/OL5009470A,Royal College of Surgeons of England
/authors/OL9384850A,Taiping Chen
/authors/OL591243A,Joshua Mitchell
/authors/OL9415447A,"Li wei (L'evy, Janine)"
/authors/OL2892529A,Globe Fearon
/authors/OL77827A,Darcey Bussell
/authors/OL2405102A,Henry Herbert Donaldson
/authors/OL7384632A,Ca. Ma Nycander
/authors/OL2517199A,C. Handfield Jones
/authors/OL7240430A,United States. Food and Nutrition Service. Midwest Region. Special Nutrition Programs
/authors/OL4642591A,William Boyd
/authors/OL9402218A,Moshe Rubin
/authors/OL3580615A,Judi Sheppard
/authors/OL7549627A,VARIOUS
/authors/OL9378621A,John W. F. Blundell
/authors/OL8113180A,Catherine Girard-Audet
/authors/OL1473446A,"Potter, John"
/authors/OL9384516A,Emilio Villari
/authors/OL7568624A,Kakuko Nakamura
/authors/OL9967837A,Darʹi͡a Orlova
/authors/OL9975895A,Chuck Gonzalez
/authors/OL385399A,"Bouchard, Claude."
/authors/OL9963207A,J. D. Johannes
/authors/OL833964A,William J. Kraemer
/authors/OL382721A,Carol Ballard
/authors/OL7723768A,Eric Horst
/authors/OL9955590A,Tracy Griffen
/authors/OL9962538A,Kylie Hatmaker
/authors/OL9309197A,Rika Taeymans
/authors/OL9309129A,Toni Julian
/authors/OL2021795A,Hans Behnke
/authors/OL143731A,Edelfrid Buggel
/authors/OL8622534A,Renjie Bian
/authors/OL8641313A,Laura Roberson
/authors/OL24175A,Celeste A. Peters
/authors/OL5136694A,Sasha Foster
/authors/OL4668921A,Stewart Smith
/authors/OL5709076A,István Gyulai
/authors/OL8628735A,Sardār Muḥammadī
/authors/OL4961329A,Diagram Group
/authors/OL8640183A,"McConnell, Karen Dr"
/authors/OL7336929A,David Wayne Johnson
/authors/OL7351149A,Kid Cardona
/authors/OL1639130A,R. J. Mecredy
/authors/OL7380922A,Eug©·ne Paz
/authors/OL446783A,Karen Burke
/authors/OL2544753A,J. Irvine Lupton
/authors/OL2686970A,Jim Davis
/authors/OL2719498A,Tim Lencki
/authors/OL2720732A,Jack Nirenstein
/authors/OL2697203A,Mike Mcnamee
/authors/OL2725440A,Consumer Guide editors
/authors/OL2717125A,Frank C. Hawkins
/authors/OL2665737A,Norrie Williamson
/authors/OL2688834A,A. Scott Connelly
/authors/OL67776A,Russell Miller
/authors/OL2703717A,Kate Tym
/authors/OL2736272A,Michael Berg
/authors/OL2564782A,James Milligan
/authors/OL2358009A,John Hewins Kern
/authors/OL2363820A,Walter Truslow
/authors/OL2362505A,Otto Robert Hollaus
/authors/OL2343540A,Dudley B. Reed
/authors/OL2334307A,Suzanne Lenglen
/authors/OL2321936A,Sylvia Ullback
/authors/OL2313277A,Kenelm Winslow
/authors/OL2337298A,L. Ernest Hawkins
/authors/OL2362062A,Diana Homer
/authors/OL2327304A,George F. Jowett
/authors/OL2325165A,Clara Zumstein Moore Ferrell
/authors/OL2256942A,"Miller, William H. basketball coach."
/authors/OL2307986A,Jane Bellows
/authors/OL2308138A,Leonard Henslowe
/authors/OL2364231A,Adrian Gordon Gould
/authors/OL2359543A,"Exercycle corporation, New York."
/authors/OL2359038A,Monty MacLevy
/authors/OL2388207A,Woods Hutchinson
/authors/OL2365336A,P.-E Alerme
/authors/OL2675811A,Golden Books
/authors/OL2662894A,John Morgan
/authors/OL6721639A,John F. Morgan
/authors/OL2662745A,Clare West
/authors/OL2656499A,William J. Stone
/authors/OL2656378A,Christopher Connolly
/authors/OL2453385A,Marjorie Dork
/authors/OL2461791A,Alison Thietje
/authors/OL1830550A,Jürgen Stegemann
/authors/OL1671136A,Albert Earl Carter
/authors/OL1653986A,Margaret Cosgrove
/authors/OL1659865A,Georgia Kerns
/authors/OL1656877A,"Gilmore, C. P."
/authors/OL2003678A,D. W. Edington
/authors/OL1963130A,Pat Mory
/authors/OL2005885A,Nancy Lewis
/authors/OL1960342A,George J. Holland
/authors/OL1922677A,C. W. Fogg
/authors/OL1900491A,Bundesarbeitsgemeinschaft zur Förderung Haltungsgefährdeter Kinder und Jugendlicher.
/authors/OL1900478A,S. Godfrey
/authors/OL1909143A,Fran Carlton
/authors/OL1816327A,"Paavo Nurmi Symposium (3rd 1975 Helsinki, Finland)"
/authors/OL1816557A,Warren Lincoln Travis
/authors/OL1829534A,C. Regimbeau
/authors/OL1822480A,J. Russell Sneddon
/authors/OL1800319A,James Holechek
/authors/OL1919484A,Helen Hull Jacobs
/authors/OL1914158A,Arne Leuchs
/authors/OL2006499A,G. Lawrence Rarick
/authors/OL1971169A,Walli Meier
/authors/OL1993468A,"Hill, A. V."
/authors/OL1859286A,Helen Fleder
/authors/OL1814355A,Symposium on Exercise and the Heart Boston 1969.
/authors/OL1803049A,Beverly Barr
/authors/OL1817637A,Elizabeth M. Williams
/authors/OL1817826A,Martin E. Jenness
/authors/OL1862770A,John E. Walsh
/authors/OL1811586A,Hamilton Maule
/authors/OL1864372A,Benny Crawford
/authors/OL1876542A,André Bara
/authors/OL1876731A,L. Sébastien
/authors/OL1887265A,Vaughan Thomas
/authors/OL1858833A,Thea Dee Slusky
/authors/OL1858805A,Marion Francis Graham
/authors/OL1868385A,United States Ski Team.
/authors/OL2034035A,Margaret Campbell Winters
/authors/OL1971311A,K. A. Schrecker
/authors/OL2035138A,Lovell McCulloch
/authors/OL1979504A,Henri Bossu
/authors/OL2016228A,Keith Henschen
/authors/OL2113050A,Jesper Stenberg
/authors/OL2070619A,"Angiologisches Symposium der Aggertalklinik (4th 1971 Engelskirchen, Germany)"
/authors/OL2146039A,European Society for Clinical Respiratory Physiology. Group for Pulmonary Gas Exchange.
/authors/OL2121827A,Frances King
/authors/OL2189242A,Edith Buchwald Lawton
/authors/OL2129032A,Desmond Edwards
/authors/OL2158350A,Millicent Linden
/authors/OL2158841A,Reg Lewis
/authors/OL2204332A,Floyd D. Culberson
/authors/OL59826A,Laura Lewis
/authors/OL2214359A,Almeric Fish
/authors/OL2214855A,Sara Mildred Strauss
/authors/OL2148223A,K. A. Tawker
/authors/OL2238758A,Hugo Rivera
/authors/OL2242448A,"Nye, Dorothy."
/authors/OL2132436A,Gunnar Rosenhamer
/authors/OL2107534A,D. Cardus
/authors/OL2099414A,Jack Zanger
/authors/OL2099285A,Eric Hultman
/authors/OL2070487A,Herb Machol
/authors/OL2185318A,Christopher Roy Woodard
/authors/OL2163019A,Ramon Madowy
/authors/OL2171800A,Henry Askeli
/authors/OL2210507A,Lynn W. McCraw
/authors/OL2130347A,Georges Coulon
/authors/OL2134798A,Bernice Joyce Thompson
/authors/OL2223842A,Symposium on Physical Activity and the Heart Helsinki 1964.
/authors/OL2135107A,Jan Castenfors
/authors/OL2123244A,"Davidson, Paul"
/authors/OL2205255A,Lindle Jarvis
/authors/OL1862115A,Eleanor Dinkin
/authors/OL1915801A,Per-Olaf Astrand
/authors/OL1947095A,I͡A Pi͡arnat
/authors/OL1941640A,Maria Damiany
/authors/OL1917266A,Leonard August Larson
/authors/OL1948128A,Lennart Jorfeldt
/authors/OL1965103A,Dewey Schurman
/authors/OL1879397A,Joanne Dussault-Corbeil
/authors/OL1883505A,Monica Beckman
/authors/OL1918771A,Paul Collins
/authors/OL1890243A,Tromp Van Diggelen
/authors/OL1860731A,Ron A. Fletcher
/authors/OL1825133A,Aage Prange Hansen
/authors/OL1863905A,Alan S. Boltin
/authors/OL16934A,Richard Francis Burton
/authors/OL1864573A,Monica Lind Hathaway
/authors/OL1844562A,Anna-Liisa Aalto
/authors/OL1858365A,Connie Haynes
/authors/OL1916867A,Gunilla Knutson
/authors/OL1951328A,Finn Gyntelberg
/authors/OL1914449A,James Alfred Peterson
/authors/OL1910879A,Luciana Avedon
/authors/OL1836644A,"Coco, Michele."
/authors/OL1860145A,Marge Covino
/authors/OL2013074A,Lars-Olof Nordesjö
/authors/OL2037029A,Fred Reeves
/authors/OL2002770A,Robert Manatt Martin
/authors/OL2071426A,Joe Driscoll
/authors/OL2079287A,Jennifer Yoels
/authors/OL2028973A,Toni Beck
/authors/OL2102420A,Nila Kirkpatrick Covalt
/authors/OL2095824A,Lennart Kaijser
/authors/OL2130972A,Lars-Göran Ekelund
/authors/OL2131053A,International Symposium on Physical Activity and Cardiovascular Health Toronto 1966.
/authors/OL2082832A,M. E. Deyo
/authors/OL2074661A,Glenn V. Swengros
/authors/OL2098901A,"International Symposium on Physical Activity in Health and Disease (1966 Beitostölen, Norway)"
/authors/OL2021342A,Lindsay McCaughan
/authors/OL2036423A,Jessica Krane
/authors/OL2036796A,C.I.C. Symposium on Physiology of Fitness and Exercise University of Minnesota 1971.
/authors/OL2070901A,Pierre Harichaux
/authors/OL2002014A,Thomas J. De Carlo
/authors/OL2030409A,Frank Vitale
/authors/OL2095776A,Hans Åström
/authors/OL2109597A,P. R. Moret
/authors/OL2096272A,Ferruccio Macorigh
/authors/OL2067815A,Albert Richard Behnke
/authors/OL2094122A,"Schröder, Gustav"
/authors/OL1824000A,North Carolina State University.
/authors/OL1848143A,Walter Gain
/authors/OL1842994A,Matti Jyry
/authors/OL1885808A,Susanne Haag
/authors/OL1861167A,Stephen Thomas Chang
/authors/OL1891834A,Émile Wanono
/authors/OL1897779A,Vítězslava Sobolová
/authors/OL2521737A,"Williams, William Henry of Denver."
/authors/OL2211599A,Roni Dengel
/authors/OL2240515A,Clarence William Lieb
/authors/OL2256371A,Frank T. Kimball
/authors/OL2492672A,Gene Alba
/authors/OL2449027A,Zella Amelia Van Ornum Glimm
/authors/OL63939A,Sonja Dunn
/authors/OL2438762A,Billy Sandow
/authors/OL2452911A,Maude Smith Williams
/authors/OL2414047A,"Delano, Samuel."
/authors/OL2455202A,"Müller, Johannes"
/authors/OL2447237A,"Booher, James Mathew M.D."
/authors/OL1944782A,"Hochmuth, Gerhard Prof. Dr.-Ing. et paed. habil."
/authors/OL1934148A,Émile Aubert
/authors/OL1938902A,Ignace Heinrich
/authors/OL1921997A,Simon Cook
/authors/OL1929842A,Margaret Hawkins
/authors/OL533320A,Martha Bayless
/authors/OL7393053A,G. Washington Egleston
/authors/OL535662A,"Roth, Arnold"
/authors/OL536050A,"Armstrong, Neil."
/authors/OL1231764A,Kenneth Lamar Jones
/authors/OL1232140A,"Young, Katherine"
/authors/OL1209897A,Laurie Plumridge
/authors/OL1245174A,"Ai, Lun."
/authors/OL1236833A,Corbin Young
/authors/OL1257198A,"Huang, Qide."
/authors/OL1196191A,"Wallace, Bill"
/authors/OL1236709A,Peter Ways
/authors/OL1239378A,Mark Gastineau
/authors/OL1239032A,Peter Neff
/authors/OL1238905A,Judy Katz
/authors/OL1352492A,Marsha Dorman
/authors/OL1335816A,Fran Lehen
/authors/OL1347093A,Nancy Strong
/authors/OL1347122A,Eleanor Rowe
/authors/OL1295138A,Scott Madsen
/authors/OL1352143A,"Ross Symposium on Nutrient Utilization During Exercise (1982 Tarpon Springs, Fla.)"
/authors/OL1351946A,LaVern Bjorklund
/authors/OL1352152A,Suzy Chaffee
/authors/OL1356057A,Marco Antonio Rosa
/authors/OL1294853A,F. Michael Blair
/authors/OL1193081A,John Pleas
/authors/OL1190921A,"Fisk, James W."
/authors/OL1234147A,Charles Hix
/authors/OL2749022A,Ken Haak (Photographer)
/authors/OL2628801A,Consumer Guide
/authors/OL2631323A,Michael D'orso
/authors/OL2819335A,Murray D. Finck
/authors/OL2819358A,Tammy Devine
/authors/OL2636411A,Tracy Effinger
/authors/OL2636412A,Suzanne Rowen
/authors/OL2836040A,Joanne Sheridan
/authors/OL2836041A,Neil Hlavaty
/authors/OL2833265A,Shirley Sugimura
/authors/OL470306A,Robert Baden-Powell
/authors/OL3003296A,"Thomas M. Masterson, M.D."
/authors/OL3109649A,Karen Dawn
/authors/OL2625183A,Runner's World Magazine
/authors/OL2804658A,June I. Decker
/authors/OL2804659A,Monica G. Mize
/authors/OL2701934A,D. Levine
/authors/OL220639A,Lenore Thomson
/authors/OL2998007A,Bernarr MacFadden
/authors/OL1150047A,Felix Oswald
/authors/OL3016858A,Cheryl DeWorken
/authors/OL3016859A,Daniel DeWorken
/authors/OL547341A,Ed Mayhew
/authors/OL2953285A,Mary Mayhew
/authors/OL3027201A,Frank Cuva
/authors/OL3027202A,Karen Cuva
/authors/OL511733A,Peter Bennett
/authors/OL2838678A,Stephen Barrie
/authors/OL2815959A,C. Alexander Simpkins
/authors/OL2815989A,"Annellen M., Ph.D. Simpkins"
/authors/OL1463134A,Susan L. Peterson
/authors/OL2772643A,Jim Peterson
/authors/OL3106642A,Cedric Bryant
/authors/OL3106643A,Cedrick X. Bryant
/authors/OL3203971A,Stelvio Beraldo
/authors/OL3203972A,Claudio Polletti
/authors/OL2650001A,Kenneth Axen
/authors/OL2650002A,Kathleen V. Axen
/authors/OL2650003A,Kathleen Vermitsky Axen
/authors/OL45356A,Ross A. Hauser
/authors/OL3007424A,Marion A. Hauser
/authors/OL3232367A,Steve Vickery
/authors/OL559963A,Neil Gordon
/authors/OL3234316A,Catherine McEvily Harris
/authors/OL2846839A,Jeff Berman
/authors/OL3288844A,Fran Fleegler
/authors/OL527554A,John Hanc
/authors/OL406545A,Matthew McKay
/authors/OL435030A,Patrick Fanning
/authors/OL3084610A,Rosemarie Alfieri
/authors/OL3084611A,"M. Laurel Ln, Rd Cutlip"
/authors/OL3215183A,Mathias Schmidt
/authors/OL3215184A,Andreas Helmkamp
/authors/OL3215185A,Norbert Mack
/authors/OL3215186A,Norbert Winski
/authors/OL3214529A,Brookie Siler
/authors/OL2626215A,Annette Cain
/authors/OL2626216A,Becky Carlson
/authors/OL2629929A,Susie Dinan
/authors/OL2629930A,Joan Bassey
/authors/OL2631337A,Chi Fitness L.l.c
/authors/OL2639683A,William Prentice
/authors/OL2635632A,Steven Keteyian
/authors/OL3244422A,Jessica B. Adams
/authors/OL3244423A,Jaime B. Adams
/authors/OL2639597A,Walton T. Roth
/authors/OL2627090A,I. G Edmonds
/authors/OL2233069A,Alphonse Gagnon
/authors/OL2840800A,Joanne Nelson
/authors/OL3519848A,Michael McKinnell
/authors/OL3082372A,Michele Schuerger
/authors/OL2838780A,Joan Cecil Passanisi
/authors/OL758967A,Joelle Schneider
/authors/OL2865051A,Consumer's Guide
/authors/OL2902948A,Charles Kuntzleman
/authors/OL3268286A,Bruce Hagey
/authors/OL3237418A,Beverly Hills Hypnosis
/authors/OL3301078A,Trevor H. Scott
/authors/OL1766248A,Vern Gambetta
/authors/OL3334675A,Gary Winckler
/authors/OL367856A,Barry Fox
/authors/OL471279A,Allen W. Jackson
/authors/OL2715388A,David W. Hill
/authors/OL26369A,Sarah Willson
/authors/OL3324891A,Harry Sneider
/authors/OL3324892A,Sarah Sneider
/authors/OL3003872A,Frances E. Wilkins
/authors/OL3003873A,D. Wilkins
/authors/OL2804607A,A. Eugene Coleman
/authors/OL2866085A,Nasa
/authors/OL1400315A,Brian Lewis
/authors/OL3117943A,Tara Lewis
/authors/OL2634548A,Christopher P. Neck
/authors/OL323935A,T. L. Mitchell
/authors/OL232639A,Charles C. Manz
/authors/OL3124199A,Emmet C. Thompson
/authors/OL3211169A,Cecilia Dorado Garcia
/authors/OL3211170A,Nuria Dorado Garcia
/authors/OL3211171A,Joaquin Sanchis Moysi
/authors/OL3215196A,Wilhelm Mertens
/authors/OL3215197A,Helmut Oberlack
/authors/OL2623662A,Pete Cohen
/authors/OL3086871A,Judith Verity
/authors/OL3086875A,Judith. Verity
/authors/OL3183764A,J.P.C. Moffett
/authors/OL3183765A,Wang Xuanjie
/authors/OL2636783A,Robert Wolff
/authors/OL2639656A,Sally Jones
/authors/OL2636725A,Louis Sportelli
/authors/OL3101736A,Donald  J. Kaufman
/authors/OL3101737A,Nan Belknap
/authors/OL3292908A,David Newbery
/authors/OL3564523A,Kurt Kaufmann
/authors/OL1238580A,Edie Leen
/authors/OL3349275A,Ed Bertling
/authors/OL3607199A,Crcs
/authors/OL3607200A,Gerald E. Gray
/authors/OL2908004A,Joseph Frelinghuysen
/authors/OL3661804A,Ronald W. Dietrick
/authors/OL2898998A,Emmanouel G. Harageones
/authors/OL2898999A,Dewayne J. Johnson
/authors/OL3528142A,Smit
/authors/OL2433492A,Thomas Hare
/authors/OL3443289A,Karynn Krill Weinstein
/authors/OL3443290A,Karynn Krill-Weinstein
/authors/OL3457356A,Schalz
/authors/OL2141233A,Alfred E. Scholz
/authors/OL2171603A,Jessie Jones
/authors/OL3738882A,Kelly Whaley
/authors/OL2213484A,William Whaley
/authors/OL3816147A,"Neil, Ph.D. Wolkodoff"
/authors/OL239467A,Scott Robert Hays
/authors/OL388154A,Larry Dossey
/authors/OL2631411A,Michael Toms
/authors/OL1516955A,Jennifer Thomas
/authors/OL2824313A,Kevin Thomas
/authors/OL2630834A,Anthony Gagliano
/authors/OL3888537A,Donna Krech
/authors/OL3751601A,Dan Polimino
/authors/OL3751602A,Jennifer Polimino
/authors/OL3640328A,Greg Landry
/authors/OL3873511A,Debra M. Corbo
/authors/OL3873512A,Douglas J. Splittgerber
/authors/OL3878836A,Mary Louise Zeller
/authors/OL3878837A,Michael Akagi
/authors/OL2649453A,Mitchell Beazley
/authors/OL1539279A,Lydia Campbell
/authors/OL3487609A,Thomas-Cochran
/authors/OL3487610A,Margarette Thomas-Cochran
/authors/OL382238A,Ann Piccirillo
/authors/OL2657765A,Ruth Harris
/authors/OL3641614A,Rita Kisner
/authors/OL3641615A,Brooke Knowles
/authors/OL2974988A,Loris Bree
